5	[0.0005477481360109678, 0.000898847849739874, 0.00047765269737611574, 0.004156453150844419, 0.12232006991367828, 0.020738148788675553, 0.08807014373179751, 0.2020227898191767, 0.4882886472308524, 0.3988562052048467, 0.010971983133555204, 0.00978262241568056, 0.0014241844359148188, 0.0014065888766698572, 0.00013910611702418874, 0.00017819987218096456]	[1.0810701912923255e-05, 5.1611063597756636e-05, 0.006812455296191733, 0.10003541184008595, 5.369837911950091e-06, 0.000324754679361909, 0.14054275195325544, 0.0032193813224586894, 0.023917201378637565, 0.06897524211932045, 0.5947825219861371, 0.5999588022061525, 0.003585720936287668, 2.1298489670432947e-05, 1.09350842910369e-05, 1.818416785350244e-05]	
6	[0.0005477481360109678, 0.000898847849739874, 0.00047765269737611574, 0.004156453150844419, 0.12232006991367828, 0.020738148788675553, 0.08807014373179751, 0.2020227898191767, 0.4882886472308524, 0.3988562052048467, 0.010971983133555204, 0.00978262241568056, 0.0014241844359148188, 0.0014065888766698572, 0.00013910611702418874, 0.00017819987218096456]	[1.0810701912923255e-05, 5.1611063597756636e-05, 0.006812455296191733, 0.10003541184008595, 5.369837911950091e-06, 0.000324754679361909, 0.14054275195325544, 0.0032193813224586894, 0.023917201378637565, 0.06897524211932045, 0.5947825219861371, 0.5999588022061525, 0.003585720936287668, 2.1298489670432947e-05, 1.09350842910369e-05, 1.818416785350244e-05]	
7	[0.0005477481360109678, 0.000898847849739874, 0.00047765269737611574, 0.004156453150844419, 0.12232006991367828, 0.020738148788675553, 0.08807014373179751, 0.2020227898191767, 0.4882886472308524, 0.3988562052048467, 0.010971983133555204, 0.00978262241568056, 0.0014241844359148188, 0.0014065888766698572, 0.00013910611702418874, 0.00017819987218096456]	[1.0810701912923255e-05, 5.1611063597756636e-05, 0.006812455296191733, 0.10003541184008595, 5.369837911950091e-06, 0.000324754679361909, 0.14054275195325544, 0.0032193813224586894, 0.023917201378637565, 0.06897524211932045, 0.5947825219861371, 0.5999588022061525, 0.003585720936287668, 2.1298489670432947e-05, 1.09350842910369e-05, 1.818416785350244e-05]	
8	[0.0005477481360109678, 0.000898847849739874, 0.00047765269737611574, 0.004156453150844419, 0.12232006991367828, 0.020738148788675553, 0.08807014373179751, 0.2020227898191767, 0.4882886472308524, 0.3988562052048467, 0.010971983133555204, 0.00978262241568056, 0.0014241844359148188, 0.0014065888766698572, 0.00013910611702418874, 0.00017819987218096456]	[1.0810701912923255e-05, 5.1611063597756636e-05, 0.006812455296191733, 0.10003541184008595, 5.369837911950091e-06, 0.000324754679361909, 0.14054275195325544, 0.0032193813224586894, 0.023917201378637565, 0.06897524211932045, 0.5947825219861371, 0.5999588022061525, 0.003585720936287668, 2.1298489670432947e-05, 1.09350842910369e-05, 1.818416785350244e-05]	
9	[0.0005477481360109678, 0.000898847849739874, 0.00047765269737611574, 0.004156453150844419, 0.12232006991367828, 0.020738148788675553, 0.08807014373179751, 0.2020227898191767, 0.4882886472308524, 0.3988562052048467, 0.010971983133555204, 0.00978262241568056, 0.0014241844359148188, 0.0014065888766698572, 0.00013910611702418874, 0.00017819987218096456]	[1.0810701912923255e-05, 5.1611063597756636e-05, 0.006812455296191733, 0.10003541184008595, 5.369837911950091e-06, 0.000324754679361909, 0.14054275195325544, 0.0032193813224586894, 0.023917201378637565, 0.06897524211932045, 0.5947825219861371, 0.5999588022061525, 0.003585720936287668, 2.1298489670432947e-05, 1.09350842910369e-05, 1.818416785350244e-05]	
10	[0.0005477481360109678, 0.000898847849739874, 0.00047765269737611574, 0.004156453150844419, 0.12232006991367828, 0.020738148788675553, 0.08807014373179751, 0.2020227898191767, 0.4882886472308524, 0.3988562052048467, 0.010971983133555204, 0.00978262241568056, 0.0014241844359148188, 0.0014065888766698572, 0.00013910611702418874, 0.00017819987218096456]	[1.0810701912923255e-05, 5.1611063597756636e-05, 0.006812455296191733, 0.10003541184008595, 5.369837911950091e-06, 0.000324754679361909, 0.14054275195325544, 0.0032193813224586894, 0.023917201378637565, 0.06897524211932045, 0.5947825219861371, 0.5999588022061525, 0.003585720936287668, 2.1298489670432947e-05, 1.09350842910369e-05, 1.818416785350244e-05]	
11	[0.0005477481360109678, 0.000898847849739874, 0.00047765269737611574, 0.004156453150844419, 0.12232006991367828, 0.020738148788675553, 0.08807014373179751, 0.2020227898191767, 0.4882886472308524, 0.3988562052048467, 0.010971983133555204, 0.00978262241568056, 0.0014241844359148188, 0.0014065888766698572, 0.00013910611702418874, 0.00017819987218096456]	[1.0810701912923255e-05, 5.1611063597756636e-05, 0.006812455296191733, 0.10003541184008595, 5.369837911950091e-06, 0.000324754679361909, 0.14054275195325544, 0.0032193813224586894, 0.023917201378637565, 0.06897524211932045, 0.5947825219861371, 0.5999588022061525, 0.003585720936287668, 2.1298489670432947e-05, 1.09350842910369e-05, 1.818416785350244e-05]	
12	[0.0005477481360109678, 0.000898847849739874, 0.00047765269737611574, 0.004156453150844419, 0.12232006991367828, 0.020738148788675553, 0.08807014373179751, 0.2020227898191767, 0.4882886472308524, 0.3988562052048467, 0.010971983133555204, 0.00978262241568056, 0.0014241844359148188, 0.0014065888766698572, 0.00013910611702418874, 0.00017819987218096456]	[1.0810701912923255e-05, 5.1611063597756636e-05, 0.006812455296191733, 0.10003541184008595, 5.369837911950091e-06, 0.000324754679361909, 0.14054275195325544, 0.0032193813224586894, 0.023917201378637565, 0.06897524211932045, 0.5947825219861371, 0.5999588022061525, 0.003585720936287668, 2.1298489670432947e-05, 1.09350842910369e-05, 1.818416785350244e-05]	
13	[0.0005477481360109678, 0.000898847849739874, 0.00047765269737611574, 0.004156453150844419, 0.12232006991367828, 0.020738148788675553, 0.08807014373179751, 0.2020227898191767, 0.4882886472308524, 0.3988562052048467, 0.010971983133555204, 0.00978262241568056, 0.0014241844359148188, 0.0014065888766698572, 0.00013910611702418874, 0.00017819987218096456]	[1.0810701912923255e-05, 5.1611063597756636e-05, 0.006812455296191733, 0.10003541184008595, 5.369837911950091e-06, 0.000324754679361909, 0.14054275195325544, 0.0032193813224586894, 0.023917201378637565, 0.06897524211932045, 0.5947825219861371, 0.5999588022061525, 0.003585720936287668, 2.1298489670432947e-05, 1.09350842910369e-05, 1.818416785350244e-05]	
14	[0.0005477481360109678, 0.000898847849739874, 0.00047765269737611574, 0.004156453150844419, 0.12232006991367828, 0.020738148788675553, 0.08807014373179751, 0.2020227898191767, 0.4882886472308524, 0.3988562052048467, 0.010971983133555204, 0.00978262241568056, 0.0014241844359148188, 0.0014065888766698572, 0.00013910611702418874, 0.00017819987218096456]	[1.0810701912923255e-05, 5.1611063597756636e-05, 0.006812455296191733, 0.10003541184008595, 5.369837911950091e-06, 0.000324754679361909, 0.14054275195325544, 0.0032193813224586894, 0.023917201378637565, 0.06897524211932045, 0.5947825219861371, 0.5999588022061525, 0.003585720936287668, 2.1298489670432947e-05, 1.09350842910369e-05, 1.818416785350244e-05]	
