-5.0	[50.0355980949984, 49.99763626762531, 49.998328317099954, 49.99832407700169, 49.97343717425733, 10.692950290658512, 37.53275923605321, 36.94087110906271, 41.71296145598902, 49.23201578157652, 49.28367421316821]	
-4.0	[50.0355980949984, 49.99763626762531, 49.998328317099954, 49.99832407700169, 49.97343717425733, 10.692950290658512, 37.53275923605321, 36.94087110906271, 41.71296145598902, 49.23201578157652, 49.28367421316821]	
-3.0	[50.0355980949984, 49.99763626762531, 49.998328317099954, 49.99832407700169, 49.97343717425733, 10.692950290658512, 37.53275923605321, 36.94087110906271, 41.71296145598902, 49.23201578157652, 49.28367421316821]	
-2.0	[50.0355980949984, 49.99763626762531, 49.998328317099954, 49.99832407700169, 49.97343717425733, 10.692950290658512, 37.53275923605321, 36.94087110906271, 41.71296145598902, 49.23201578157652, 49.28367421316821]	
-1.0	[50.0355980949984, 49.99763626762531, 49.998328317099954, 49.99832407700169, 49.97343717425733, 10.692950290658512, 37.53275923605321, 36.94087110906271, 41.71296145598902, 49.23201578157652, 49.28367421316821]	
0.0	[50.0355980949984, 49.99763626762531, 49.998328317099954, 49.99832407700169, 49.97343717425733, 10.692950290658512, 37.53275923605321, 36.94087110906271, 41.71296145598902, 49.23201578157652, 49.28367421316821]	
1.0	[50.0355980949984, 49.99763626762531, 49.998328317099954, 49.99832407700169, 49.97343717425733, 10.692950290658512, 37.53275923605321, 36.94087110906271, 41.71296145598902, 49.23201578157652, 49.28367421316821]	
2.0	[50.0355980949984, 49.99763626762531, 49.998328317099954, 49.99832407700169, 49.97343717425733, 10.692950290658512, 37.53275923605321, 36.94087110906271, 41.71296145598902, 49.23201578157652, 49.28367421316821]	
3.0	[50.0355980949984, 49.99763626762531, 49.998328317099954, 49.99832407700169, 49.97343717425733, 10.692950290658512, 37.53275923605321, 36.94087110906271, 41.71296145598902, 49.23201578157652, 49.28367421316821]	
4.0	[50.0355980949984, 49.99763626762531, 49.998328317099954, 49.99832407700169, 49.97343717425733, 10.692950290658512, 37.53275923605321, 36.94087110906271, 41.71296145598902, 49.23201578157652, 49.28367421316821]	
5.0	[50.0355980949984, 49.99763626762531, 49.998328317099954, 49.99832407700169, 49.97343717425733, 10.692950290658512, 37.53275923605321, 36.94087110906271, 41.71296145598902, 49.23201578157652, 49.28367421316821]	
