-4.0	[79.7721799458823, 79.13326161073402, 69.09822775624032, 64.07311344370262, 26.53381485221555, 57.576502708993814, 40.21438898917662, 29.436544681740028, 21.75450018985105]	
-3.0	[79.7721799458823, 79.13326161073402, 69.09822775624032, 64.07311344370262, 26.53381485221555, 57.576502708993814, 40.21438898917662, 29.436544681740028, 21.75450018985105]	
-2.0	[79.7721799458823, 79.13326161073402, 69.09822775624032, 64.07311344370262, 26.53381485221555, 57.576502708993814, 40.21438898917662, 29.436544681740028, 21.75450018985105]	
-1.0	[79.7721799458823, 79.13326161073402, 69.09822775624032, 64.07311344370262, 26.53381485221555, 57.576502708993814, 40.21438898917662, 29.436544681740028, 21.75450018985105]	
0.0	[79.7721799458823, 79.13326161073402, 69.09822775624032, 64.07311344370262, 26.53381485221555, 57.576502708993814, 40.21438898917662, 29.436544681740028, 21.75450018985105]	
1.0	[79.7721799458823, 79.13326161073402, 69.09822775624032, 64.07311344370262, 26.53381485221555, 57.576502708993814, 40.21438898917662, 29.436544681740028, 21.75450018985105]	
2.0	[79.7721799458823, 79.13326161073402, 69.09822775624032, 64.07311344370262, 26.53381485221555, 57.576502708993814, 40.21438898917662, 29.436544681740028, 21.75450018985105]	
3.0	[79.7721799458823, 79.13326161073402, 69.09822775624032, 64.07311344370262, 26.53381485221555, 57.576502708993814, 40.21438898917662, 29.436544681740028, 21.75450018985105]	
4.0	[79.7721799458823, 79.13326161073402, 69.09822775624032, 64.07311344370262, 26.53381485221555, 57.576502708993814, 40.21438898917662, 29.436544681740028, 21.75450018985105]	
