-5.0	[60.01260034691399, 60.0015088176552, 60.00032740907433, 60.000486388738395, 60.001441633795096, 19.000367524333168, 40.70855483528098, 37.1287946949343, 39.13849079295485, 38.29982630271937, 38.484070444579174]	
-4.0	[60.01260034691399, 60.0015088176552, 60.00032740907433, 60.000486388738395, 60.001441633795096, 19.000367524333168, 40.70855483528098, 37.1287946949343, 39.13849079295485, 38.29982630271937, 38.484070444579174]	
-3.0	[60.01260034691399, 60.0015088176552, 60.00032740907433, 60.000486388738395, 60.001441633795096, 19.000367524333168, 40.70855483528098, 37.1287946949343, 39.13849079295485, 38.29982630271937, 38.484070444579174]	
-2.0	[60.01260034691399, 60.0015088176552, 60.00032740907433, 60.000486388738395, 60.001441633795096, 19.000367524333168, 40.70855483528098, 37.1287946949343, 39.13849079295485, 38.29982630271937, 38.484070444579174]	
-1.0	[60.01260034691399, 60.0015088176552, 60.00032740907433, 60.000486388738395, 60.001441633795096, 19.000367524333168, 40.70855483528098, 37.1287946949343, 39.13849079295485, 38.29982630271937, 38.484070444579174]	
0.0	[60.01260034691399, 60.0015088176552, 60.00032740907433, 60.000486388738395, 60.001441633795096, 19.000367524333168, 40.70855483528098, 37.1287946949343, 39.13849079295485, 38.29982630271937, 38.484070444579174]	
1.0	[60.01260034691399, 60.0015088176552, 60.00032740907433, 60.000486388738395, 60.001441633795096, 19.000367524333168, 40.70855483528098, 37.1287946949343, 39.13849079295485, 38.29982630271937, 38.484070444579174]	
2.0	[60.01260034691399, 60.0015088176552, 60.00032740907433, 60.000486388738395, 60.001441633795096, 19.000367524333168, 40.70855483528098, 37.1287946949343, 39.13849079295485, 38.29982630271937, 38.484070444579174]	
3.0	[60.01260034691399, 60.0015088176552, 60.00032740907433, 60.000486388738395, 60.001441633795096, 19.000367524333168, 40.70855483528098, 37.1287946949343, 39.13849079295485, 38.29982630271937, 38.484070444579174]	
4.0	[60.01260034691399, 60.0015088176552, 60.00032740907433, 60.000486388738395, 60.001441633795096, 19.000367524333168, 40.70855483528098, 37.1287946949343, 39.13849079295485, 38.29982630271937, 38.484070444579174]	
5.0	[60.01260034691399, 60.0015088176552, 60.00032740907433, 60.000486388738395, 60.001441633795096, 19.000367524333168, 40.70855483528098, 37.1287946949343, 39.13849079295485, 38.29982630271937, 38.484070444579174]	
