-5.0	[0.2947673625887793, 0.5990088474169686, 20.67910412196955, 21.76108266821654, 6.273883108558513, 7.917026322954005, 82.71778510313365, 66.37888231877828, 75.59911997528076, 98.11650656159999, 99.15378202335793]	[0.6698410552485193, 1.1939558929028964, 19.300701817519744, 39.438498794551734, 12.127526619038163, 18.015230166795376, 90.98654088999811, 73.18297953441434, 87.64125453518368, 98.6988898471064, 99.2276212504804]	[1.1412927908043247, 1.8040540546785735, 19.141546951381795, 11.707005893205283, 0.43735448354608275, 0.22653808771017558, 90.14825646192493, 84.03039400234977, 95.74009151548717, 99.40623040657663, 99.58298335799931]	[0.9740862818294662, 1.6314502384404301, 20.6709262024679, 14.029101140996508, 2.878155794670361, 8.43169224980978, 93.2810152563156, 89.0825469809411, 92.10003231091865, 99.20784396994277, 99.4275830929479]	[31.18732052683555, 33.7320014938748, 65.63630654035889, 78.76532154307318, 35.68602743052008, 4.1051571740623425, 70.02231211406705, 73.50768666724498, 66.5959833974066, 69.66419866028424, 69.81932269029089]	[50.12995962694744, 50.19388746508697, 50.63407587258184, 53.10069242855319, 50.285420003759306, 3.8978466791273774, 47.300869679713145, 37.91138613088524, 40.04073100197883, 49.38265720704595, 49.41899547358169]	[1.9361125641042884, 3.8698807966496718, 22.265509878593193, 17.968489269481868, 1.8645397678252782, 2.025323386343849, 89.74035281108628, 74.22882751589741, 76.5549817290984, 95.26094899584253, 97.31270642383745]	
-4.0	[0.2947673625887793, 0.5990088474169686, 20.67910412196955, 21.76108266821654, 6.273883108558513, 7.917026322954005, 82.71778510313365, 66.37888231877828, 75.59911997528076, 98.11650656159999, 99.15378202335793]	[0.6698410552485193, 1.1939558929028964, 19.300701817519744, 39.438498794551734, 12.127526619038163, 18.015230166795376, 90.98654088999811, 73.18297953441434, 87.64125453518368, 98.6988898471064, 99.2276212504804]	[1.1412927908043247, 1.8040540546785735, 19.141546951381795, 11.707005893205283, 0.43735448354608275, 0.22653808771017558, 90.14825646192493, 84.03039400234977, 95.74009151548717, 99.40623040657663, 99.58298335799931]	[0.9740862818294662, 1.6314502384404301, 20.6709262024679, 14.029101140996508, 2.878155794670361, 8.43169224980978, 93.2810152563156, 89.0825469809411, 92.10003231091865, 99.20784396994277, 99.4275830929479]	[31.18732052683555, 33.7320014938748, 65.63630654035889, 78.76532154307318, 35.68602743052008, 4.1051571740623425, 70.02231211406705, 73.50768666724498, 66.5959833974066, 69.66419866028424, 69.81932269029089]	[50.12995962694744, 50.19388746508697, 50.63407587258184, 53.10069242855319, 50.285420003759306, 3.8978466791273774, 47.300869679713145, 37.91138613088524, 40.04073100197883, 49.38265720704595, 49.41899547358169]	[1.9361125641042884, 3.8698807966496718, 22.265509878593193, 17.968489269481868, 1.8645397678252782, 2.025323386343849, 89.74035281108628, 74.22882751589741, 76.5549817290984, 95.26094899584253, 97.31270642383745]	
-3.0	[0.2947673625887793, 0.5990088474169686, 20.67910412196955, 21.76108266821654, 6.273883108558513, 7.917026322954005, 82.71778510313365, 66.37888231877828, 75.59911997528076, 98.11650656159999, 99.15378202335793]	[0.6698410552485193, 1.1939558929028964, 19.300701817519744, 39.438498794551734, 12.127526619038163, 18.015230166795376, 90.98654088999811, 73.18297953441434, 87.64125453518368, 98.6988898471064, 99.2276212504804]	[1.1412927908043247, 1.8040540546785735, 19.141546951381795, 11.707005893205283, 0.43735448354608275, 0.22653808771017558, 90.14825646192493, 84.03039400234977, 95.74009151548717, 99.40623040657663, 99.58298335799931]	[0.9740862818294662, 1.6314502384404301, 20.6709262024679, 14.029101140996508, 2.878155794670361, 8.43169224980978, 93.2810152563156, 89.0825469809411, 92.10003231091865, 99.20784396994277, 99.4275830929479]	[31.18732052683555, 33.7320014938748, 65.63630654035889, 78.76532154307318, 35.68602743052008, 4.1051571740623425, 70.02231211406705, 73.50768666724498, 66.5959833974066, 69.66419866028424, 69.81932269029089]	[50.12995962694744, 50.19388746508697, 50.63407587258184, 53.10069242855319, 50.285420003759306, 3.8978466791273774, 47.300869679713145, 37.91138613088524, 40.04073100197883, 49.38265720704595, 49.41899547358169]	[1.9361125641042884, 3.8698807966496718, 22.265509878593193, 17.968489269481868, 1.8645397678252782, 2.025323386343849, 89.74035281108628, 74.22882751589741, 76.5549817290984, 95.26094899584253, 97.31270642383745]	
-2.0	[0.2947673625887793, 0.5990088474169686, 20.67910412196955, 21.76108266821654, 6.273883108558513, 7.917026322954005, 82.71778510313365, 66.37888231877828, 75.59911997528076, 98.11650656159999, 99.15378202335793]	[0.6698410552485193, 1.1939558929028964, 19.300701817519744, 39.438498794551734, 12.127526619038163, 18.015230166795376, 90.98654088999811, 73.18297953441434, 87.64125453518368, 98.6988898471064, 99.2276212504804]	[1.1412927908043247, 1.8040540546785735, 19.141546951381795, 11.707005893205283, 0.43735448354608275, 0.22653808771017558, 90.14825646192493, 84.03039400234977, 95.74009151548717, 99.40623040657663, 99.58298335799931]	[0.9740862818294662, 1.6314502384404301, 20.6709262024679, 14.029101140996508, 2.878155794670361, 8.43169224980978, 93.2810152563156, 89.0825469809411, 92.10003231091865, 99.20784396994277, 99.4275830929479]	[31.18732052683555, 33.7320014938748, 65.63630654035889, 78.76532154307318, 35.68602743052008, 4.1051571740623425, 70.02231211406705, 73.50768666724498, 66.5959833974066, 69.66419866028424, 69.81932269029089]	[50.12995962694744, 50.19388746508697, 50.63407587258184, 53.10069242855319, 50.285420003759306, 3.8978466791273774, 47.300869679713145, 37.91138613088524, 40.04073100197883, 49.38265720704595, 49.41899547358169]	[1.9361125641042884, 3.8698807966496718, 22.265509878593193, 17.968489269481868, 1.8645397678252782, 2.025323386343849, 89.74035281108628, 74.22882751589741, 76.5549817290984, 95.26094899584253, 97.31270642383745]	
-1.0	[0.2947673625887793, 0.5990088474169686, 20.67910412196955, 21.76108266821654, 6.273883108558513, 7.917026322954005, 82.71778510313365, 66.37888231877828, 75.59911997528076, 98.11650656159999, 99.15378202335793]	[0.6698410552485193, 1.1939558929028964, 19.300701817519744, 39.438498794551734, 12.127526619038163, 18.015230166795376, 90.98654088999811, 73.18297953441434, 87.64125453518368, 98.6988898471064, 99.2276212504804]	[1.1412927908043247, 1.8040540546785735, 19.141546951381795, 11.707005893205283, 0.43735448354608275, 0.22653808771017558, 90.14825646192493, 84.03039400234977, 95.74009151548717, 99.40623040657663, 99.58298335799931]	[0.9740862818294662, 1.6314502384404301, 20.6709262024679, 14.029101140996508, 2.878155794670361, 8.43169224980978, 93.2810152563156, 89.0825469809411, 92.10003231091865, 99.20784396994277, 99.4275830929479]	[31.18732052683555, 33.7320014938748, 65.63630654035889, 78.76532154307318, 35.68602743052008, 4.1051571740623425, 70.02231211406705, 73.50768666724498, 66.5959833974066, 69.66419866028424, 69.81932269029089]	[50.12995962694744, 50.19388746508697, 50.63407587258184, 53.10069242855319, 50.285420003759306, 3.8978466791273774, 47.300869679713145, 37.91138613088524, 40.04073100197883, 49.38265720704595, 49.41899547358169]	[1.9361125641042884, 3.8698807966496718, 22.265509878593193, 17.968489269481868, 1.8645397678252782, 2.025323386343849, 89.74035281108628, 74.22882751589741, 76.5549817290984, 95.26094899584253, 97.31270642383745]	
0.0	[0.2947673625887793, 0.5990088474169686, 20.67910412196955, 21.76108266821654, 6.273883108558513, 7.917026322954005, 82.71778510313365, 66.37888231877828, 75.59911997528076, 98.11650656159999, 99.15378202335793]	[0.6698410552485193, 1.1939558929028964, 19.300701817519744, 39.438498794551734, 12.127526619038163, 18.015230166795376, 90.98654088999811, 73.18297953441434, 87.64125453518368, 98.6988898471064, 99.2276212504804]	[1.1412927908043247, 1.8040540546785735, 19.141546951381795, 11.707005893205283, 0.43735448354608275, 0.22653808771017558, 90.14825646192493, 84.03039400234977, 95.74009151548717, 99.40623040657663, 99.58298335799931]	[0.9740862818294662, 1.6314502384404301, 20.6709262024679, 14.029101140996508, 2.878155794670361, 8.43169224980978, 93.2810152563156, 89.0825469809411, 92.10003231091865, 99.20784396994277, 99.4275830929479]	[31.18732052683555, 33.7320014938748, 65.63630654035889, 78.76532154307318, 35.68602743052008, 4.1051571740623425, 70.02231211406705, 73.50768666724498, 66.5959833974066, 69.66419866028424, 69.81932269029089]	[50.12995962694744, 50.19388746508697, 50.63407587258184, 53.10069242855319, 50.285420003759306, 3.8978466791273774, 47.300869679713145, 37.91138613088524, 40.04073100197883, 49.38265720704595, 49.41899547358169]	[1.9361125641042884, 3.8698807966496718, 22.265509878593193, 17.968489269481868, 1.8645397678252782, 2.025323386343849, 89.74035281108628, 74.22882751589741, 76.5549817290984, 95.26094899584253, 97.31270642383745]	
1.0	[0.2947673625887793, 0.5990088474169686, 20.67910412196955, 21.76108266821654, 6.273883108558513, 7.917026322954005, 82.71778510313365, 66.37888231877828, 75.59911997528076, 98.11650656159999, 99.15378202335793]	[0.6698410552485193, 1.1939558929028964, 19.300701817519744, 39.438498794551734, 12.127526619038163, 18.015230166795376, 90.98654088999811, 73.18297953441434, 87.64125453518368, 98.6988898471064, 99.2276212504804]	[1.1412927908043247, 1.8040540546785735, 19.141546951381795, 11.707005893205283, 0.43735448354608275, 0.22653808771017558, 90.14825646192493, 84.03039400234977, 95.74009151548717, 99.40623040657663, 99.58298335799931]	[0.9740862818294662, 1.6314502384404301, 20.6709262024679, 14.029101140996508, 2.878155794670361, 8.43169224980978, 93.2810152563156, 89.0825469809411, 92.10003231091865, 99.20784396994277, 99.4275830929479]	[31.18732052683555, 33.7320014938748, 65.63630654035889, 78.76532154307318, 35.68602743052008, 4.1051571740623425, 70.02231211406705, 73.50768666724498, 66.5959833974066, 69.66419866028424, 69.81932269029089]	[50.12995962694744, 50.19388746508697, 50.63407587258184, 53.10069242855319, 50.285420003759306, 3.8978466791273774, 47.300869679713145, 37.91138613088524, 40.04073100197883, 49.38265720704595, 49.41899547358169]	[1.9361125641042884, 3.8698807966496718, 22.265509878593193, 17.968489269481868, 1.8645397678252782, 2.025323386343849, 89.74035281108628, 74.22882751589741, 76.5549817290984, 95.26094899584253, 97.31270642383745]	
2.0	[0.2947673625887793, 0.5990088474169686, 20.67910412196955, 21.76108266821654, 6.273883108558513, 7.917026322954005, 82.71778510313365, 66.37888231877828, 75.59911997528076, 98.11650656159999, 99.15378202335793]	[0.6698410552485193, 1.1939558929028964, 19.300701817519744, 39.438498794551734, 12.127526619038163, 18.015230166795376, 90.98654088999811, 73.18297953441434, 87.64125453518368, 98.6988898471064, 99.2276212504804]	[1.1412927908043247, 1.8040540546785735, 19.141546951381795, 11.707005893205283, 0.43735448354608275, 0.22653808771017558, 90.14825646192493, 84.03039400234977, 95.74009151548717, 99.40623040657663, 99.58298335799931]	[0.9740862818294662, 1.6314502384404301, 20.6709262024679, 14.029101140996508, 2.878155794670361, 8.43169224980978, 93.2810152563156, 89.0825469809411, 92.10003231091865, 99.20784396994277, 99.4275830929479]	[31.18732052683555, 33.7320014938748, 65.63630654035889, 78.76532154307318, 35.68602743052008, 4.1051571740623425, 70.02231211406705, 73.50768666724498, 66.5959833974066, 69.66419866028424, 69.81932269029089]	[50.12995962694744, 50.19388746508697, 50.63407587258184, 53.10069242855319, 50.285420003759306, 3.8978466791273774, 47.300869679713145, 37.91138613088524, 40.04073100197883, 49.38265720704595, 49.41899547358169]	[1.9361125641042884, 3.8698807966496718, 22.265509878593193, 17.968489269481868, 1.8645397678252782, 2.025323386343849, 89.74035281108628, 74.22882751589741, 76.5549817290984, 95.26094899584253, 97.31270642383745]	
3.0	[0.2947673625887793, 0.5990088474169686, 20.67910412196955, 21.76108266821654, 6.273883108558513, 7.917026322954005, 82.71778510313365, 66.37888231877828, 75.59911997528076, 98.11650656159999, 99.15378202335793]	[0.6698410552485193, 1.1939558929028964, 19.300701817519744, 39.438498794551734, 12.127526619038163, 18.015230166795376, 90.98654088999811, 73.18297953441434, 87.64125453518368, 98.6988898471064, 99.2276212504804]	[1.1412927908043247, 1.8040540546785735, 19.141546951381795, 11.707005893205283, 0.43735448354608275, 0.22653808771017558, 90.14825646192493, 84.03039400234977, 95.74009151548717, 99.40623040657663, 99.58298335799931]	[0.9740862818294662, 1.6314502384404301, 20.6709262024679, 14.029101140996508, 2.878155794670361, 8.43169224980978, 93.2810152563156, 89.0825469809411, 92.10003231091865, 99.20784396994277, 99.4275830929479]	[31.18732052683555, 33.7320014938748, 65.63630654035889, 78.76532154307318, 35.68602743052008, 4.1051571740623425, 70.02231211406705, 73.50768666724498, 66.5959833974066, 69.66419866028424, 69.81932269029089]	[50.12995962694744, 50.19388746508697, 50.63407587258184, 53.10069242855319, 50.285420003759306, 3.8978466791273774, 47.300869679713145, 37.91138613088524, 40.04073100197883, 49.38265720704595, 49.41899547358169]	[1.9361125641042884, 3.8698807966496718, 22.265509878593193, 17.968489269481868, 1.8645397678252782, 2.025323386343849, 89.74035281108628, 74.22882751589741, 76.5549817290984, 95.26094899584253, 97.31270642383745]	
4.0	[0.2947673625887793, 0.5990088474169686, 20.67910412196955, 21.76108266821654, 6.273883108558513, 7.917026322954005, 82.71778510313365, 66.37888231877828, 75.59911997528076, 98.11650656159999, 99.15378202335793]	[0.6698410552485193, 1.1939558929028964, 19.300701817519744, 39.438498794551734, 12.127526619038163, 18.015230166795376, 90.98654088999811, 73.18297953441434, 87.64125453518368, 98.6988898471064, 99.2276212504804]	[1.1412927908043247, 1.8040540546785735, 19.141546951381795, 11.707005893205283, 0.43735448354608275, 0.22653808771017558, 90.14825646192493, 84.03039400234977, 95.74009151548717, 99.40623040657663, 99.58298335799931]	[0.9740862818294662, 1.6314502384404301, 20.6709262024679, 14.029101140996508, 2.878155794670361, 8.43169224980978, 93.2810152563156, 89.0825469809411, 92.10003231091865, 99.20784396994277, 99.4275830929479]	[31.18732052683555, 33.7320014938748, 65.63630654035889, 78.76532154307318, 35.68602743052008, 4.1051571740623425, 70.02231211406705, 73.50768666724498, 66.5959833974066, 69.66419866028424, 69.81932269029089]	[50.12995962694744, 50.19388746508697, 50.63407587258184, 53.10069242855319, 50.285420003759306, 3.8978466791273774, 47.300869679713145, 37.91138613088524, 40.04073100197883, 49.38265720704595, 49.41899547358169]	[1.9361125641042884, 3.8698807966496718, 22.265509878593193, 17.968489269481868, 1.8645397678252782, 2.025323386343849, 89.74035281108628, 74.22882751589741, 76.5549817290984, 95.26094899584253, 97.31270642383745]	
