-5.0	[59.94028792979024, 59.994062118117796, 59.99731298663825, 59.993441482759515, 59.96876757920573, 2.887788690825937, 37.180891717208, 42.03691696092996, 45.76043022616479, 41.2243425773805, 41.20328876760719]	
-4.0	[59.94028792979024, 59.994062118117796, 59.99731298663825, 59.993441482759515, 59.96876757920573, 2.887788690825937, 37.180891717208, 42.03691696092996, 45.76043022616479, 41.2243425773805, 41.20328876760719]	
-3.0	[59.94028792979024, 59.994062118117796, 59.99731298663825, 59.993441482759515, 59.96876757920573, 2.887788690825937, 37.180891717208, 42.03691696092996, 45.76043022616479, 41.2243425773805, 41.20328876760719]	
-2.0	[59.94028792979024, 59.994062118117796, 59.99731298663825, 59.993441482759515, 59.96876757920573, 2.887788690825937, 37.180891717208, 42.03691696092996, 45.76043022616479, 41.2243425773805, 41.20328876760719]	
-1.0	[59.94028792979024, 59.994062118117796, 59.99731298663825, 59.993441482759515, 59.96876757920573, 2.887788690825937, 37.180891717208, 42.03691696092996, 45.76043022616479, 41.2243425773805, 41.20328876760719]	
0.0	[59.94028792979024, 59.994062118117796, 59.99731298663825, 59.993441482759515, 59.96876757920573, 2.887788690825937, 37.180891717208, 42.03691696092996, 45.76043022616479, 41.2243425773805, 41.20328876760719]	
1.0	[59.94028792979024, 59.994062118117796, 59.99731298663825, 59.993441482759515, 59.96876757920573, 2.887788690825937, 37.180891717208, 42.03691696092996, 45.76043022616479, 41.2243425773805, 41.20328876760719]	
2.0	[59.94028792979024, 59.994062118117796, 59.99731298663825, 59.993441482759515, 59.96876757920573, 2.887788690825937, 37.180891717208, 42.03691696092996, 45.76043022616479, 41.2243425773805, 41.20328876760719]	
3.0	[59.94028792979024, 59.994062118117796, 59.99731298663825, 59.993441482759515, 59.96876757920573, 2.887788690825937, 37.180891717208, 42.03691696092996, 45.76043022616479, 41.2243425773805, 41.20328876760719]	
4.0	[59.94028792979024, 59.994062118117796, 59.99731298663825, 59.993441482759515, 59.96876757920573, 2.887788690825937, 37.180891717208, 42.03691696092996, 45.76043022616479, 41.2243425773805, 41.20328876760719]	
5.0	[59.94028792979024, 59.994062118117796, 59.99731298663825, 59.993441482759515, 59.96876757920573, 2.887788690825937, 37.180891717208, 42.03691696092996, 45.76043022616479, 41.2243425773805, 41.20328876760719]	
