-5.0	[89.94184620931716, 89.99336612144495, 89.99837192646451, 89.99946461154066, 89.99190509630478, 4.098590353392442, 12.999803687410244, 19.498441390670486, 24.24880839268378, 13.095749906399764, 14.837136893151245]	
-4.0	[89.94184620931716, 89.99336612144495, 89.99837192646451, 89.99946461154066, 89.99190509630478, 4.098590353392442, 12.999803687410244, 19.498441390670486, 24.24880839268378, 13.095749906399764, 14.837136893151245]	
-3.0	[89.94184620931716, 89.99336612144495, 89.99837192646451, 89.99946461154066, 89.99190509630478, 4.098590353392442, 12.999803687410244, 19.498441390670486, 24.24880839268378, 13.095749906399764, 14.837136893151245]	
-2.0	[89.94184620931716, 89.99336612144495, 89.99837192646451, 89.99946461154066, 89.99190509630478, 4.098590353392442, 12.999803687410244, 19.498441390670486, 24.24880839268378, 13.095749906399764, 14.837136893151245]	
-1.0	[89.94184620931716, 89.99336612144495, 89.99837192646451, 89.99946461154066, 89.99190509630478, 4.098590353392442, 12.999803687410244, 19.498441390670486, 24.24880839268378, 13.095749906399764, 14.837136893151245]	
0.0	[89.94184620931716, 89.99336612144495, 89.99837192646451, 89.99946461154066, 89.99190509630478, 4.098590353392442, 12.999803687410244, 19.498441390670486, 24.24880839268378, 13.095749906399764, 14.837136893151245]	
1.0	[89.94184620931716, 89.99336612144495, 89.99837192646451, 89.99946461154066, 89.99190509630478, 4.098590353392442, 12.999803687410244, 19.498441390670486, 24.24880839268378, 13.095749906399764, 14.837136893151245]	
2.0	[89.94184620931716, 89.99336612144495, 89.99837192646451, 89.99946461154066, 89.99190509630478, 4.098590353392442, 12.999803687410244, 19.498441390670486, 24.24880839268378, 13.095749906399764, 14.837136893151245]	
3.0	[89.94184620931716, 89.99336612144495, 89.99837192646451, 89.99946461154066, 89.99190509630478, 4.098590353392442, 12.999803687410244, 19.498441390670486, 24.24880839268378, 13.095749906399764, 14.837136893151245]	
4.0	[89.94184620931716, 89.99336612144495, 89.99837192646451, 89.99946461154066, 89.99190509630478, 4.098590353392442, 12.999803687410244, 19.498441390670486, 24.24880839268378, 13.095749906399764, 14.837136893151245]	
5.0	[89.94184620931716, 89.99336612144495, 89.99837192646451, 89.99946461154066, 89.99190509630478, 4.098590353392442, 12.999803687410244, 19.498441390670486, 24.24880839268378, 13.095749906399764, 14.837136893151245]	
